553,416911.1866,2489884.8684,0.0000,SILT FENCE END
554,416883.4451,2489836.5578,0.0000,SILT FENCE
555,416878.5394,2489770.9655,0.0000,SILT FENCE
556,416879.3973,2489740.3248,842.0000,SILT END/DITCH CHECK
557,416880.6759,2489728.0752,0.0000,SILT END/DITCH CHECK
558,416881.7339,2489696.1866,0.0000,SILT FENCE
559,416876.4816,2489645.3072,0.0000,SILT FENCE
560,416881.5578,2489641.3144,0.0000,SILT FENCE
561,416910.7697,2489594.0885,0.0000,SILT FENCE
562,416928.8287,2489573.2161,0.0000,SILT FENCE
563,416984.8716,2489470.1933,0.0000,SILT FENCE
564,417007.4247,2489413.7970,0.0000,SILT FENCE
565,417035.2244,2489300.4025,0.0000,SILT FENCE
566,417085.2662,2489126.6391,0.0000,SILT FENCE
567,417122.9394,2489038.7980,0.0000,SILT FENCE
568,417304.2046,2488726.2940,0.0000,SILT FENCE END
569,416786.6804,2489748.3287,0.0000,SILT END/DITCH CHECK
570,416748.7294,2489743.5146,0.0000,SILT FENCE
571,416660.4527,2489716.4176,0.0000,SILT FENCE
572,416591.8320,2489674.0063,0.0000,SILT FENCE
573,416552.2115,2489665.4913,0.0000,SILT FENCE END
574,416797.2563,2489713.4972,0.0000,SILT END/DITCH CHECK
575,416657.5906,2489684.3449,0.0000,SILT FENCE
576,416596.0501,2489618.7806,0.0000,SILT FENCE
577,416417.6823,2489465.2828,0.0000,SILT FENCE
578,416407.8120,2489401.0799,0.0000,SILT FENCE END
579,416024.5058,2488766.6873,0.0000,SILT FENCE END
626,415991.6397,2488715.8652,0.0000,SILT FENCE
647,415935.2611,2488682.4423,0.0000,SILT FENCE
648,415916.9222,2488762.1180,0.0000,SILT FENCE
649,415865.1491,2488756.4056,0.0000,SILT FENCE
650,415864.7178,2488627.0659,0.0000,SILT END/DITCH CHECK
651,415843.8575,2488617.0219,0.0000,SILT END/DITCH CHECK
652,415805.7865,2488594.9022,0.0000,SILT FENCE
653,415667.8819,2488595.2428,0.0000,SILT FENCE
654,415609.0520,2488602.1045,0.0000,SILT FENCE
655,416793.1170,2488775.2926,0.0000,SILT FENCE
656,416790.1954,2488754.9350,0.0000,SILT FENCE
657,416752.0775,2488747.4115,0.0000,SILT FENCE
658,416674.6172,2488686.7016,0.0000,SILT FENCE
659,416605.0061,2488646.1621,0.0000,SILT FENCE
660,416524.1550,2488632.1409,0.0000,SILT FENCE
661,416454.7546,2488626.8735,0.0000,SILT FENCE
662,416430.3609,2488646.2800,0.0000,SILT FENCE
663,416426.0632,2488705.2747,0.0000,SILT FENCE
664,416441.1047,2488755.2324,0.0000,SILT FENCE
665,416471.4680,2488766.0493,0.0000,SILT FENCE
666,416560.0056,2488810.0160,0.0000,SILT FENCE
667,416664.6583,2488889.7901,0.0000,SILT FENCE
668,416784.6694,2488906.0883,0.0000,SILT FENCE
669,416803.3119,2488895.8615,0.0000,SILT FENCE
670,416770.5075,2488864.6812,0.0000,SILT FENCE
671,416760.0948,2488817.8853,0.0000,SILT FENCE
672,416769.1865,2488787.2619,0.0000,SILT FENCE
673,416875.3779,2488378.6869,0.0000,SILT FENCE
674,416833.5220,2488392.3939,0.0000,SILT FENCE
675,416778.0672,2488386.9279,0.0000,SILT FENCE
676,416740.3937,2488365.1724,0.0000,SILT FENCE
677,416730.1179,2488340.0251,0.0000,SILT FENCE
678,416730.6018,2488306.0161,0.0000,SILT FENCE
679,416743.6802,2488252.0247,0.0000,SILT FENCE
680,416792.3034,2488201.7796,0.0000,SILT FENCE
681,416859.5091,2488169.3939,0.0000,SILT FENCE
682,416903.0328,2488160.4612,0.0000,SILT FENCE
683,416988.0348,2488194.0413,0.0000,SILT FENCE
684,416968.9802,2488268.6796,0.0000,SILT FENCE
685,417212.7658,2487270.0800,0.0000,SILT FENCE END
686,417223.6654,2487237.3407,0.0000,SILT FENCE
687,417225.4848,2487120.8271,0.0000,SILT FENCE
688,417207.2021,2486762.5069,0.0000,SILT FENCE
689,417204.5890,2486576.3234,0.0000,SILT FENCE
690,417237.3320,2486428.9276,0.0000,SILT END/DITCH CHECK
691,417235.5832,2486421.3638,0.0000,SILT END/DITCH CHECK
692,417222.0793,2486196.1847,0.0000,SILT FENCE
693,417271.1071,2486130.4827,0.0000,SILT FENCE
694,417354.8719,2486101.8306,0.0000,SILT FENCE
695,417434.5954,2486059.1670,0.0000,SILT FENCE
696,417450.3332,2485957.4854,0.0000,SILT END/DITCH CHECK
697,417450.6356,2485948.3512,0.0000,SILT END/DITCH CHECK
698,417478.2454,2485946.9491,0.0000,SILT FENCE
699,417627.5014,2485946.5432,0.0000,SILT FENCE
700,417628.5019,2485927.6581,0.0000,SILT FENCE
701,417640.6917,2485913.8092,0.0000,SILT FENCE END
702,415576.7768,2488631.3373,0.0000,SILT FENCE END
